P20536	4OD8
O80358	3TWK
E6YBW4	AF-E6YBW4-F1
P0A038	AF-P0A038-F1
Q9BJZ5	AF-Q9BJZ5-F1
Q05498	5WLC
Q26710	3VV9
Q8C147	3VHL
P31395	AF-P31395-F1
P12530	1LOX
Q58G01	AF-Q58G01-F1
P16259	AF-P16259-F1
P33316	1Q5H
P9WPB7	1KP9
Q64687	AF-Q64687-F1
P10549	7N8O
P37651	3QXF
Q62441	AF-Q62441-F1
P9WJ61	3WQK
Q9P7V5	AF-Q9P7V5-F1
O00219	AF-O00219-F1
Q9FNY2	AF-Q9FNY2-F1
Q66IC9	AF-Q66IC9-F1
Q91WL5	AF-Q91WL5-F1
A2AAY5	AF-A2AAY5-F1
D2XV59	AF-D2XV59-F1
A7LXS9	AF-A7LXS9-F1
Q13488	AF-Q13488-F1
F4I5D5	AF-F4I5D5-F1
O81852	AF-O81852-F1
P62634	AF-P62634-F1
Q9C9R6	AF-Q9C9R6-F1
O43676	5XTC
Q9LNR3	AF-Q9LNR3-F1
Q04093	AF-Q04093-F1
Q8VZ22	AF-Q8VZ22-F1
Q8VWI1	AF-Q8VWI1-F1
P39655	AF-P39655-F1
P43028	AF-P43028-F1
P86094	AF-P86094-F1
C6ZDB5	AF-C6ZDB5-F1
P0CE44	AF-P0CE44-F1
P38729	AF-P38729-F1
Q63046	AF-Q63046-F1
P20852	AF-P20852-F1
Q54527	1QZZ
P32866	AF-P32866-F1
P36622	AF-P36622-F1
Q8LAS8	AF-Q8LAS8-F1
Q9FZD0	AF-Q9FZD0-F1
Q7XLY8	AF-Q7XLY8-F1
Q6PD21	AF-Q6PD21-F1
Q9FIB2	AF-Q9FIB2-F1
Q9D964	AF-Q9D964-F1
O60765	AF-O60765-F1
Q9M0N1	AF-Q9M0N1-F1
Q9UT94	AF-Q9UT94-F1
P57721	AF-P57721-F1
O08638	AF-O08638-F1
Q96KQ7	2O8J
P31116	1EBF
Q9W0S9	AF-Q9W0S9-F1
Q9VM92	AF-Q9VM92-F1
A0A0E3KBH3	AF-A0A0E3KBH3-F1
Q3UYC0	AF-Q3UYC0-F1
Q14693	AF-Q14693-F1
P26646	1O89
Q7QCC7	AF-Q7QCC7-F1
P14851	AF-P14851-F1
Q945L0	AF-Q945L0-F1
Q91WG8	AF-Q91WG8-F1
P06536	1GDC
Q6A2H4	AF-Q6A2H4-F1
P09456	AF-P09456-F1
Q15021	AF-Q15021-F1
Q80US4	AF-Q80US4-F1
Q8H1S4	AF-Q8H1S4-F1
Q9LW12	AF-Q9LW12-F1
P62736	AF-P62736-F1
P43026	1WAQ
P08245	1D1R
Q6NQJ6	AF-Q6NQJ6-F1
Q9HC77	5EIB
Q54G11	AF-Q54G11-F1
O14569	AF-O14569-F1
Q03963	1X48
Q9SAK4	AF-Q9SAK4-F1
Q12074	AF-Q12074-F1
Q9SYP3	AF-Q9SYP3-F1
Q9BQ65	4H7W
Q32P44	AF-Q32P44-F1
P42454	AF-P42454-F1
Q54CG0	AF-Q54CG0-F1
P20605	5JFF
P59279	AF-P59279-F1
P04076	AF-P04076-F1
Q9D9E0	AF-Q9D9E0-F1
Q9BQE4	2Q2F
Q9BYZ6	AF-Q9BYZ6-F1
Q9FJX2	AF-Q9FJX2-F1
Q96L14	AF-Q96L14-F1
P92557	6XYW
O14335	AF-O14335-F1
Q9CAI7	AF-Q9CAI7-F1
Q99MT2	AF-Q99MT2-F1
Q6ZMR3	AF-Q6ZMR3-F1
C4TP09	7ON9
Q9ZU77	AF-Q9ZU77-F1
P75189	7E2Q
Q03218	AF-Q03218-F1
Q9V422	AF-Q9V422-F1
Q9Y7R8	AF-Q9Y7R8-F1
Q5M7W5	AF-Q5M7W5-F1
O23304	AF-O23304-F1
Q9P6K5	AF-Q9P6K5-F1
Q84JH9	AF-Q84JH9-F1
P03466	2BST
Q97QS2	1W6T
Q66K79	AF-Q66K79-F1
P46252	AF-P46252-F1
P08521	AF-P08521-F1
E0ZS47	AF-E0ZS47-F1
P70668	AF-P70668-F1
P24242	3BRQ
O59718	AF-O59718-F1
P42732	AF-P42732-F1
P04480	3IAX
Q9ESC8	AF-Q9ESC8-F1
Q13461	AF-Q13461-F1
P22735	2XZZ
Q9ZT64	AF-Q9ZT64-F1
Q09956	AF-Q09956-F1
P27701	AF-P27701-F1
Q15697	1Y7Q
Q09798	AF-Q09798-F1
Q9FZ37	AF-Q9FZ37-F1
Q8VCI5	AF-Q8VCI5-F1
Q8GWD2	AF-Q8GWD2-F1
Q01855	3J6X
Q9Y805	AF-Q9Y805-F1
Q8GUN5	AF-Q8GUN5-F1
P40039	AF-P40039-F1
P23882	1FMT
A0A1S4GMJ4	AF-A0A1S4GMJ4-F1
P54370	1ZO0
P51991	AF-P51991-F1
Q02555	1T4L
Q09852	AF-Q09852-F1
P37898	AF-P37898-F1
Q9H3K2	AF-Q9H3K2-F1
O16466	AF-O16466-F1
Q9NWZ8	7BBL
O70338	AF-O70338-F1
P63282	AF-P63282-F1
Q8TDN6	8FKP
P96847	5YHV
Q8R4H2	AF-Q8R4H2-F1
Q6VNZ9	AF-Q6VNZ9-F1
F5HB53	UnFound
Q3TJD7	AF-Q3TJD7-F1
P85052	AF-P85052-F1
P29074	2CS5
Q09912	AF-Q09912-F1
Q5BUB4	AF-Q5BUB4-F1
Q9T081	AF-Q9T081-F1
G5EBI4	AF-G5EBI4-F1
C0HL58	AF-C0HL58-F1
Q03602	AF-Q03602-F1
Q8RWT8	AF-Q8RWT8-F1
P05750	3J6X
Q21502	AF-Q21502-F1
P54107	AF-P54107-F1
P70213	AF-P70213-F1
Q8GZ79	AF-Q8GZ79-F1
P86494	UnFound
O15031	4E71
F4K1J4	AF-F4K1J4-F1
Q38SD2	8E04
Q7TS99	AF-Q7TS99-F1
C0HLM3	UnFound
Q9ULI0	2DKW
O75629	1XHN
P03204	1CG9
Q9Z2V6	AF-Q9Z2V6-F1
Q5SK82	2ZZV
P17890	5FJ8
P53688	AF-P53688-F1
Q9JHL3	AF-Q9JHL3-F1
Q9LY71	AF-Q9LY71-F1
Q6N069	AF-Q6N069-F1
O15370	AF-O15370-F1
Q9UT96	AF-Q9UT96-F1
Q9V3A4	AF-Q9V3A4-F1
P38228	AF-P38228-F1
Q39092	AF-Q39092-F1
Q9BW92	AF-Q9BW92-F1
Q1L8Y6	AF-Q1L8Y6-F1
P38983	7QGG
Q2G1M5	5UJE
Q640Q5	AF-Q640Q5-F1
D3ZZX1	AF-D3ZZX1-F1
O48721	AF-O48721-F1
Q96A08	3WKJ
P09206	AF-P09206-F1
Q9LV85	AF-Q9LV85-F1
Q90WP7	2M3N
Q9WVB3	AF-Q9WVB3-F1
D3ZNT6	AF-D3ZNT6-F1
P51659	1IKT
Q5PPJ9	AF-Q5PPJ9-F1
O35567	AF-O35567-F1
Q5A432	AF-Q5A432-F1
P02469	4AQS
Q95ZG8	AF-Q95ZG8-F1
Q9BXF6	AF-Q9BXF6-F1
Q9VUK8	AF-Q9VUK8-F1
Q9LY74	AF-Q9LY74-F1
Q9C4Z1	AF-Q9C4Z1-F1
Q5LLW7	AF-Q5LLW7-F1
P9WMF9	1ZLJ
Q9V564	AF-Q9V564-F1
O48771	AF-O48771-F1
Q5W264	5Y08
P53014	AF-P53014-F1
Q8NGF3	AF-Q8NGF3-F1
Q9M8S0	AF-Q9M8S0-F1
Q924X7	AF-Q924X7-F1
P55161	AF-P55161-F1
A0R5M8	4PIM
Q6PAL7	AF-Q6PAL7-F1
P0AF01	AF-P0AF01-F1
Q61286	AF-Q61286-F1
F9WWD1	AF-F9WWD1-F1
Q4H4F7	AF-Q4H4F7-F1
Q95ZJ1	AF-Q95ZJ1-F1
Q6RT24	AF-Q6RT24-F1
Q9FN69	AF-Q9FN69-F1
Q9NZV6	3MAO
Q64J17	AF-Q64J17-F1
Q8L7S9	AF-Q8L7S9-F1
P51805	AF-P51805-F1
Q9BQA1	4GQB
Q01981	AF-Q01981-F1
P29055	3K1F
Q9D172	AF-Q9D172-F1
P31942	AF-P31942-F1
Q05598	AF-Q05598-F1
Q3TYR5	AF-Q3TYR5-F1
Q91049	AF-Q91049-F1
P38575	AF-P38575-F1
Q8T115	AF-Q8T115-F1
O14463	AF-O14463-F1
Q3KPK4	AF-Q3KPK4-F1
Q5EBH1	1RFH
Q9USP5	AF-Q9USP5-F1
Q9Y6U3	3FG6
A6NGC4	AF-A6NGC4-F1
Q02363	4AYA
Q8C6K9	AF-Q8C6K9-F1
Q4JAE8	7OK0
P47139	AF-P47139-F1
P26374	AF-P26374-F1
O74760	AF-O74760-F1
Q6NZQ8	AF-Q6NZQ8-F1
O94294	AF-O94294-F1
Q8L730	AF-Q8L730-F1
Q94251	AF-Q94251-F1
P12265	AF-P12265-F1
P10383	AF-P10383-F1
Q9CQX8	AF-Q9CQX8-F1
Q93594	AF-Q93594-F1
Q9C037	AF-Q9C037-F1
P55808	AF-P55808-F1
P04937	AF-P04937-F1
Q5AVR1	AF-Q5AVR1-F1
Q8VY16	5U9L
Q5ZI23	AF-Q5ZI23-F1
Q9ZFK4	4LU0
P47898	7UM4
Q6UKI2	AF-Q6UKI2-F1
Q7PC84	AF-Q7PC84-F1
Q43299	AF-Q43299-F1
Q8BJU9	AF-Q8BJU9-F1
P37366	6XI8
Q60787	1OEB
P10153	1GQV
Q96H22	6BUZ
Q06646	AF-Q06646-F1
Q9EPB7	AF-Q9EPB7-F1
O14297	AF-O14297-F1
Q57WH1	AF-Q57WH1-F1
P35557	1V4S
Q54VG4	AF-Q54VG4-F1
Q10167	7YDO
P87324	AF-P87324-F1
Q95T19	AF-Q95T19-F1
Q6NPS8	AF-Q6NPS8-F1
Q9BY84	2VSW
P9WQ63	AF-P9WQ63-F1
O80506	AF-O80506-F1
Q09014	AF-Q09014-F1
Q96AB6	6A0E
Q09179	AF-Q09179-F1
P29379	AF-P29379-F1
P56134	8H9F
Q9V9U4	AF-Q9V9U4-F1
Q9NUQ2	AF-Q9NUQ2-F1
P50456	1Z6R
Q04924	AF-Q04924-F1
P63322	AF-P63322-F1
P61751	AF-P61751-F1
P31462	AF-P31462-F1
G5EDY0	AF-G5EDY0-F1
P76093	AF-P76093-F1
P63100	4IL1
Q96L94	2ETT
P00812	AF-P00812-F1
Q61826	AF-Q61826-F1
Q42484	AF-Q42484-F1
P45352	1RTS
P29681	AF-P29681-F1
Q9HA38	AF-Q9HA38-F1
P53845	AF-P53845-F1
P62138	AF-P62138-F1
Q9Y2T6	AF-Q9Y2T6-F1
B9WZX4	AF-B9WZX4-F1
P86509	AF-P86509-F1
E9PZ36	UnFound
Q9M1E6	AF-Q9M1E6-F1
Q23551	1KOA
O35986	AF-O35986-F1
P83637	AF-P83637-F1
Q5AGV4	AF-Q5AGV4-F1
W6Q9B3	AF-W6Q9B3-F1
O14926	AF-O14926-F1
Q8BGI3	AF-Q8BGI3-F1
Q505J9	AF-Q505J9-F1
F8W4H9	AF-F8W4H9-F1
P19327	AF-P19327-F1
P43360	AF-P43360-F1
P53215	5XOX
O49603	AF-O49603-F1
Q59229	AF-Q59229-F1
P9WKV7	AF-P9WKV7-F1
P20052	2PK9
O23674	AF-O23674-F1
Q6Y7W6	5NVL
Q8RX67	AF-Q8RX67-F1
O49562	AF-O49562-F1
O08680	AF-O08680-F1
Q9FUG4	AF-Q9FUG4-F1
Q9SUE7	AF-Q9SUE7-F1
P06685	1MO7
P15149	AF-P15149-F1
Q6NNP0	AF-Q6NNP0-F1
P19419	1DUX
Q8VCZ7	AF-Q8VCZ7-F1
Q0KHU5	AF-Q0KHU5-F1
Q8TAF7	AF-Q8TAF7-F1
P22936	AF-P22936-F1
Q9SFB7	AF-Q9SFB7-F1
P0A6Z6	1Q5V
Q9I6M5	AF-Q9I6M5-F1
Q940U6	4YVO
O02696	7MEZ
Q9V4A7	AF-Q9V4A7-F1
P76091	AF-P76091-F1
Q6NUT3	AF-Q6NUT3-F1
P0A3W0	AF-P0A3W0-F1
Q96J65	AF-Q96J65-F1
P0C024	5QGG
P50390	AF-P50390-F1
P22449	1M7W
Q3TTP0	AF-Q3TTP0-F1
G3UYX5	AF-G3UYX5-F1
P06179	1IO1
P0A9Y6	AF-P0A9Y6-F1
P9WNA7	AF-P9WNA7-F1
P22467	AF-P22467-F1
P9WN27	AF-P9WN27-F1
O18178	AF-O18178-F1
O94528	AF-O94528-F1
B2RLI7	AF-B2RLI7-F1
P54733	AF-P54733-F1
Q8S8F8	AF-Q8S8F8-F1
Q9SXZ2	1WKP
D9IX97	AF-D9IX97-F1
Q09624	UnFound
O01811	AF-O01811-F1
P77656	AF-P77656-F1
P50914	4UG0
Q9Y256	AF-Q9Y256-F1
Q59Q46	AF-Q59Q46-F1
Q6DGD3	AF-Q6DGD3-F1
Q682U6	AF-Q682U6-F1
Q8C9B9	1WEM
O42182	AF-O42182-F1
P60853	AF-P60853-F1
A1BPI0	AF-A1BPI0-F1
O00602	2D39
O94782	6DO5
Q91196	AF-Q91196-F1
P29010	AF-P29010-F1
Q5XEP2	AF-Q5XEP2-F1
P9WMQ9	AF-P9WMQ9-F1
B7FX91	AF-B7FX91-F1
P87136	AF-P87136-F1
P50883	AF-P50883-F1
P06754	AF-P06754-F1
Q54WX4	AF-Q54WX4-F1
Q10057	AF-Q10057-F1
Q6KAU8	AF-Q6KAU8-F1
Q9M4A1	AF-Q9M4A1-F1
Q19189	AF-Q19189-F1
P68359	AF-P68359-F1
Q8CF93	AF-Q8CF93-F1
P85524	4IGV
Q96RP3	2RMG
Q8NJJ1	AF-Q8NJJ1-F1
Q8TD10	AF-Q8TD10-F1
O94593	AF-O94593-F1
Q9T0F7	AF-Q9T0F7-F1
P70303	7MIU
Q7TN44	AF-Q7TN44-F1
Q92608	2RQR
C0LGQ7	AF-C0LGQ7-F1
Q9ZVF6	AF-Q9ZVF6-F1
Q5RIW8	AF-Q5RIW8-F1
Q8BZF2	AF-Q8BZF2-F1
Q8R5I7	AF-Q8R5I7-F1
Q9EQW8	AF-Q9EQW8-F1
Q8K5C0	AF-Q8K5C0-F1
Q9ZSY8	5NQV
A0AVX7	AF-A0AVX7-F1
Q7ZVE0	AF-Q7ZVE0-F1
Q7ZW33	AF-Q7ZW33-F1
Q9VYA8	AF-Q9VYA8-F1
A7UNK4	4NDS
P9WQF9	4XVX
Q8K0T2	AF-Q8K0T2-F1
Q9QXC1	6HPV
Q9VNA8	AF-Q9VNA8-F1
Q96LB2	8DWC
P38690	AF-P38690-F1
O74830	AF-O74830-F1
P14921	1GVJ
Q8U3L0	1K9X
Q8T6B4	AF-Q8T6B4-F1
Q93873	AF-Q93873-F1
P10200	UnFound
C8VE79	AF-C8VE79-F1
Q96S21	AF-Q96S21-F1
Q9LT47	AF-Q9LT47-F1
Q9WUD9	AF-Q9WUD9-F1
Q9UTL2	AF-Q9UTL2-F1
O94728	AF-O94728-F1
P37837	1F05
Q5XJ34	AF-Q5XJ34-F1
P0AB14	AF-P0AB14-F1
O60186	AF-O60186-F1
P05386	2LBF
Q3LI63	AF-Q3LI63-F1
O01583	7Z6E
P37230	AF-P37230-F1
P38994	AF-P38994-F1
Q9FGL2	AF-Q9FGL2-F1
P41146	4EA3
Q8N136	5NNZ
O75716	2BUJ
P08877	1JEM
P38273	AF-P38273-F1
P16452	7TVZ
P56761	5MDX
Q9GPS0	AF-Q9GPS0-F1
P75853	2X26
P02818	AF-P02818-F1
P78825	AF-P78825-F1
P46720	AF-P46720-F1
Q9NUL5	AF-Q9NUL5-F1
Q9LM66	AF-Q9LM66-F1
Q55332	7N8O
P21461	AF-P21461-F1
B0S5N4	AF-B0S5N4-F1
Q86LG1	AF-Q86LG1-F1
P70399	1SSF
E9QA28	AF-E9QA28-F1
Q9SRZ6	AF-Q9SRZ6-F1
P42098	AF-P42098-F1
P09402	AF-P09402-F1
P09040	AF-P09040-F1
Q6PF06	AF-Q6PF06-F1
Q0WVM4	AF-Q0WVM4-F1
Q924W6	7EBJ
Q6ZH92	AF-Q6ZH92-F1
Q8RWS0	AF-Q8RWS0-F1
Q63881	1NN7
P06729	1CDB
P63086	1GOL
Q9FKY3	AF-Q9FKY3-F1
Q8RWW0	AF-Q8RWW0-F1
P00726	UnFound
Q66JF8	AF-Q66JF8-F1
Q80UC6	AF-Q80UC6-F1
P12887	AF-P12887-F1
Q9Z0N1	AF-Q9Z0N1-F1
Q9T031	AF-Q9T031-F1
O43149	UnFound
O14493	5B2G
Q91ZJ9	AF-Q91ZJ9-F1
Q9QWJ9	2ORX
Q9UBV8	AF-Q9UBV8-F1
O55022	AF-O55022-F1
D3KFX4	2WZP
O60479	4XRS
P9WMH5	5W5A
Q9EXP2	AF-Q9EXP2-F1
F4JEP5	AF-F4JEP5-F1
Q5N8Q4	AF-Q5N8Q4-F1
P51774	AF-P51774-F1
O43295	AF-O43295-F1
A0R0W9	AF-A0R0W9-F1
P78871	AF-P78871-F1
Q31KC7	5HTJ
P43772	1G3I
E1WAC8	AF-E1WAC8-F1
A0JMD4	AF-A0JMD4-F1
P68182	AF-P68182-F1
Q8C4Y3	AF-Q8C4Y3-F1
Q9VGL8	AF-Q9VGL8-F1
O96390	AF-O96390-F1
Q9FJG0	AF-Q9FJG0-F1
P05166	7YBU
Q04869	AF-Q04869-F1
P33151	AF-P33151-F1
P0AEZ1	1B5T
O00409	6NCE
Q5TBE3	AF-Q5TBE3-F1
P03873	AF-P03873-F1
Q186A6	3JS3
Q8IUE1	2DMN
P61079	AF-P61079-F1
Q13361	AF-Q13361-F1
O00506	2XIK
Q9P7J1	AF-Q9P7J1-F1
Q9H2C1	AF-Q9H2C1-F1
Q61420	6OH2
Q67Z52	2KJ6
O00151	1X62
Q9C6A1	AF-Q9C6A1-F1
Q9Y7M7	AF-Q9Y7M7-F1
Q52880	AF-Q52880-F1
Q53SF7	2DAJ
P09440	AF-P09440-F1
Q8RXA7	AF-Q8RXA7-F1
Q8WYP3	AF-Q8WYP3-F1
Q96F85	AF-Q96F85-F1
P27573	AF-P27573-F1
P04359	4V6W
Q7ZY18	AF-Q7ZY18-F1
Q8VYX0	AF-Q8VYX0-F1
G5DGA8	AF-G5DGA8-F1
Q7Z6L0	AF-Q7Z6L0-F1
P03897	5XTC
Q9LF37	AF-Q9LF37-F1
Q8PUB7	2Q2E
Q8GX23	AF-Q8GX23-F1
Q8TCY5	8GY7
P32131	1OLT
P50534	2LUA
Q9SRE7	AF-Q9SRE7-F1
B2RU80	AF-B2RU80-F1
P18012	AF-P18012-F1
B7ZMP1	AF-B7ZMP1-F1
O49607	AF-O49607-F1
O14829	AF-O14829-F1
Q6IMT0	AF-Q6IMT0-F1
P9WF49	AF-P9WF49-F1
Q31NB3	6HBC
P28040	AF-P28040-F1
Q7YR23	8E40
P38128	AF-P38128-F1
Q39065	AF-Q39065-F1
P68133	7RNS
P16356	AF-P16356-F1
Q8NBJ7	1Y4J
P18390	AF-P18390-F1
O74922	AF-O74922-F1
O59834	AF-O59834-F1
Q8DKB5	3KWC
Q9VE34	AF-Q9VE34-F1
Q9H2G2	2J51
Q6ZRT6	AF-Q6ZRT6-F1
Q810H6	AF-Q810H6-F1
Q04996	AF-Q04996-F1
Q9R1K9	AF-Q9R1K9-F1
Q96DA2	6S5F
Q47140	AF-Q47140-F1
O62619	AF-O62619-F1
Q08774	AF-Q08774-F1
Q59SR6	AF-Q59SR6-F1
P30997	AF-P30997-F1
Q6P9N1	AF-Q6P9N1-F1
Q14686	AF-Q14686-F1
Q9ER71	AF-Q9ER71-F1
Q8TBE0	AF-Q8TBE0-F1
O94664	AF-O94664-F1
P32048	AF-P32048-F1
Q92629	AF-Q92629-F1
P40088	AF-P40088-F1
Q8ZMM8	2LEZ
F4I4K5	AF-F4I4K5-F1
Q9W261	AF-Q9W261-F1
Q13535	5YZ0
O14497	1RYU
P0DPS5	AF-P0DPS5-F1
Q6RUF5	AF-Q6RUF5-F1
P55249	AF-P55249-F1
O52792	5ZZP
Q9ZWS7	AF-Q9ZWS7-F1
Q9FK47	AF-Q9FK47-F1
Q8WU79	2IQJ
Q3U4G3	4WLG
F4K0J3	AF-F4K0J3-F1
A0A086F3E3	AF-A0A086F3E3-F1
Q9LDE2	AF-Q9LDE2-F1
Q9HBH7	AF-Q9HBH7-F1
O93257	AF-O93257-F1
A0A1W6GW18	AF-A0A1W6GW18-F1
Q5B2K4	AF-Q5B2K4-F1
Q9VYG1	AF-Q9VYG1-F1
Q9NRB3	AF-Q9NRB3-F1
Q9C0E4	1V62
O74562	AF-O74562-F1
Q12473	AF-Q12473-F1
Q9LJA0	AF-Q9LJA0-F1
O64728	AF-O64728-F1
P50519	AF-P50519-F1
P47090	AF-P47090-F1
O04027	AF-O04027-F1
Q8NFT6	AF-Q8NFT6-F1
Q9LJX0	AF-Q9LJX0-F1
Q8GTS2	AF-Q8GTS2-F1
Q9V9Y4	AF-Q9V9Y4-F1
Q04744	AF-Q04744-F1
O74875	AF-O74875-F1
O70191	AF-O70191-F1
P40792	AF-P40792-F1
P71838	AF-P71838-F1
P02808	AF-P02808-F1
P24463	AF-P24463-F1
P0AC96	AF-P0AC96-F1
Q9EQ14	AF-Q9EQ14-F1
P27692	2EXU
Q8BUR4	2M0Y
O49303	AF-O49303-F1
Q13885	7NVN
Q8BTC1	AF-Q8BTC1-F1
Q90674	AF-Q90674-F1
Q92904	AF-Q92904-F1
Q8TED9	AF-Q8TED9-F1
Q24168	4XGC
Q8N7M0	AF-Q8N7M0-F1
Q9FMW9	AF-Q9FMW9-F1
P9WH81	5V7Q
P56556	5XTB
Q9LJ45	AF-Q9LJ45-F1
Q91ZT5	AF-Q91ZT5-F1
Q9NVN8	AF-Q9NVN8-F1
G5ED35	3UAF
P41935	AF-P41935-F1
Q7XU29	AF-Q7XU29-F1
P13333	5IV5
P48056	AF-P48056-F1
P39451	4GKV
Q9Y3L3	4J9D
Q9D898	AF-Q9D898-F1
P35527	AF-P35527-F1
P40106	AF-P40106-F1
Q8CFH6	AF-Q8CFH6-F1
P36003	AF-P36003-F1
Q9Y7N0	AF-Q9Y7N0-F1
Q9FGK3	AF-Q9FGK3-F1
P86504	AF-P86504-F1
Q96IX9	AF-Q96IX9-F1
O65351	AF-O65351-F1
Q9FJU0	AF-Q9FJU0-F1
Q0VDU3	AF-Q0VDU3-F1
Q01815	AF-Q01815-F1
Q8K214	AF-Q8K214-F1
P38863	5FLZ
O14200	AF-O14200-F1
P0CX45	3J6X
Q9XGU0	AF-Q9XGU0-F1
Q6AYK3	AF-Q6AYK3-F1
Q24297	AF-Q24297-F1
P45920	AF-P45920-F1
Q9EPQ8	AF-Q9EPQ8-F1
Q12155	AF-Q12155-F1
P11217	1Z8D
O42913	AF-O42913-F1
Q9NSA1	5VAQ
Q5SM23	1WF3
P17610	AF-P17610-F1
Q45087	2W8S
P83573	AF-P83573-F1
P47082	AF-P47082-F1
Q09917	AF-Q09917-F1
Q8IV53	AF-Q8IV53-F1
P17489	AF-P17489-F1
O13946	AF-O13946-F1
O75394	3IY9
F4I8M8	AF-F4I8M8-F1
P16662	2O6L
Q9JMH6	UnFound
Q10240	AF-Q10240-F1
O74999	AF-O74999-F1
Q9VM08	AF-Q9VM08-F1
Q8N6T7	3K35
Q70LC7	3FBL
P23611	AF-P23611-F1
Q08351	AF-Q08351-F1
Q0WV90	AF-Q0WV90-F1
Q8WUW1	3P8C
Q84ME1	AF-Q84ME1-F1
B1NKT1	UnFound
O88533	AF-O88533-F1
P55211	1JXQ
P61609	AF-P61609-F1
Q7K0D8	AF-Q7K0D8-F1
P0AEW6	6VWO
P78325	4DD8
Q9UIW2	7Y4P
P08196	AF-P08196-F1
Q9HTQ0	AF-Q9HTQ0-F1
Q9QYY0	AF-Q9QYY0-F1
P63030	AF-P63030-F1
Q9JII1	AF-Q9JII1-F1
Q66HE5	AF-Q66HE5-F1
O94512	AF-O94512-F1
P14956	AF-P14956-F1
Q8BGW0	AF-Q8BGW0-F1
P0CG63	1OTR
P22894	1A85
P49847	1TAF
O43390	2DK2
P0A7G2	1KKG
Q09440	AF-Q09440-F1
Q93VI8	AF-Q93VI8-F1
P55956	AF-P55956-F1
Q9SXY1	AF-Q9SXY1-F1
P08843	AF-P08843-F1
Q15916	AF-Q15916-F1
Q8IW03	AF-Q8IW03-F1
Q9FT74	AF-Q9FT74-F1
P93184	AF-P93184-F1
P31891	3RGW
Q8RW96	AF-Q8RW96-F1
Q9JL26	AF-Q9JL26-F1
Q94BZ1	AF-Q94BZ1-F1
Q8NHV9	AF-Q8NHV9-F1
Q6R2K1	AF-Q6R2K1-F1
O65708	AF-O65708-F1
Q3UG20	AF-Q3UG20-F1
P39533	AF-P39533-F1
Q9FJQ5	AF-Q9FJQ5-F1
A0A096MJY4	AF-A0A096MJY4-F1
Q21444	AF-Q21444-F1
Q9QZT4	AF-Q9QZT4-F1
Q9Y7K6	AF-Q9Y7K6-F1
Q6A037	AF-Q6A037-F1
B3H5A9	AF-B3H5A9-F1
P14889	AF-P14889-F1
P0CT70	8EUG
C4ULG3	AF-C4ULG3-F1
E0XKJ9	AF-E0XKJ9-F1
Q54GY8	AF-Q54GY8-F1
P75858	AF-P75858-F1
Q6ZWY8	AF-Q6ZWY8-F1
Q79FR5	AF-Q79FR5-F1
Q86UT6	3UN9
P85971	AF-P85971-F1
C8VRV0	AF-C8VRV0-F1
P52803	2X11
Q8BVF2	AF-Q8BVF2-F1
Q9XW92	AF-Q9XW92-F1
P97500	AF-P97500-F1
O13808	AF-O13808-F1
A0PJZ3	AF-A0PJZ3-F1
Q9DGI3	AF-Q9DGI3-F1
Q6NQ54	AF-Q6NQ54-F1
Q80WS1	AF-Q80WS1-F1
P30041	1PRX
Q2HWU2	AF-Q2HWU2-F1
P0AES6	1AJ6
Q96PR1	AF-Q96PR1-F1
Q9D666	5YWZ
Q9FJI1	AF-Q9FJI1-F1
Q9C7N3	AF-Q9C7N3-F1
Q9Z0W5	AF-Q9Z0W5-F1
Q71RG4	AF-Q71RG4-F1
P35456	3LAQ
Q9LJL9	AF-Q9LJL9-F1
P37194	AF-P37194-F1
Q6DEF6	AF-Q6DEF6-F1
Q9XRX5	AF-Q9XRX5-F1
P22459	AF-P22459-F1
Q61477	AF-Q61477-F1
P63084	AF-P63084-F1
Q6FHJ7	AF-Q6FHJ7-F1
Q96502	7VSP
P52062	AF-P52062-F1
P39748	1U7B
P9WMA7	AF-P9WMA7-F1
P43618	4GEQ
P46093	AF-P46093-F1
Q9DCM2	AF-Q9DCM2-F1
Q9UWR6	AF-Q9UWR6-F1
Q9QWH1	2NA1
P20445	AF-P20445-F1
Q69P51	AF-Q69P51-F1
Q8R4I1	AF-Q8R4I1-F1
Q9SMH5	UnFound
O23341	AF-O23341-F1
A4Q9E5	AF-A4Q9E5-F1
P48318	AF-P48318-F1
Q5T200	7VF2
Q8BHS6	AF-Q8BHS6-F1
Q9Z1S8	AF-Q9Z1S8-F1
P87317	AF-P87317-F1
Q8K1T6	AF-Q8K1T6-F1
Q9ER41	AF-Q9ER41-F1
P02586	1A2X
P04258	AF-P04258-F1
Q8GUL2	AF-Q8GUL2-F1
C0KWV7	AF-C0KWV7-F1
Q3LI73	AF-Q3LI73-F1
P83835	AF-P83835-F1
A0A2I1BSZ6	AF-A0A2I1BSZ6-F1
P20916	AF-P20916-F1
A2BGA0	AF-A2BGA0-F1
A8DYH2	AF-A8DYH2-F1
O76173	AF-O76173-F1
F1LX07	AF-F1LX07-F1
Q39069	AF-Q39069-F1
P53588	AF-P53588-F1
P42356	6BQ1
Q12791	2K44
Q8WWB7	AF-Q8WWB7-F1
Q9W497	AF-Q9W497-F1
Q6P9G9	AF-Q6P9G9-F1
P18424	AF-P18424-F1
Q68EK9	AF-Q68EK9-F1
